datetime,title,house_type,price,acreage,district,city,bedrooms,wc,house_direction,balcony_direction,description
2023-05-19 16:12:43,"Nhà thô 4 tầng phú mỹ thượng 105 m2 giá chỉ 3,2 tỷ",Nhà riêng,3.2,105,Phú Vang,Thừa Thiên Huế,5,5,Bắc,Bắc,"???? Bán nhà thô 4 tầng Green City PMT view đẹp
• Nhà thô 4 tầng sổ đỏ trao tay. Green City - Phú Mỹ Thượng khu D. Sổ đã thể hiện 4 tầng ( hiếm, đa phần sổ chỉ 2 tầng). Đi ra sân bóng nhân tạo lớn nhất vài bước chân. 
-Dt 105m2 ( 5m*21m) hướng Bắc; dt xây dựng 77,5m3 dt sàn 323,5m3 4 tầng
-Giá 3.X tỷ ( X thương lượng )
☎️Liên Hệ: 096_262_8872 - Ms Hoà để xem nhà và có giá tốt nhất"
2023-05-19 16:09:27,"Bán nhà 4 tầng đô thị số 1 Himlam, Hùng Vương, Hồng Bàng, Hải Phòng giá hấp dẫn LH 0796-336-866",Nhà riêng,3.5,48,Hồng Bàng,Hải Phòng,4,3,Tây-Bắc,Tây-Bắc,"???? Bán nhà đô thị Him Lam, Hùng Vương, Hồng Bàng, Hải Phòng????????????
???? LH Mrs Tâm: 0796-336-866
Địa chỉ: Himlam, Hùng Vương, Hồng Bàng, Hải Phòng

???? Thông số:
- Diện tích: 48m2.
- Ngang: 4m.
- Hướng: TB
- Đường: 10m

❌ Pháp lý rõ ràng

???? Giá: 3,5 tỷ( TT)

???? Cấu trúc: phòng khách, bếp, 3 wc, 4 phòng ngủ, phòng thờ, sân phơi.

???? Cơ hội cực tốt cho khách hàng sở hữu BDS trong giai đoạn này vò giá nhà đất bình ổn.

???? Nhà nằm trong khu dân cư văn minh, đông đúc, đời sống cao, cơ sở hạ tầng đẹp.

???? Chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng."
2023-05-19 15:59:50,BÁN GẤP NHÀ – HXH – SÁT MẶT TIỀN ĐỜNG SỐ 9 – P.LINH TÂY – 3 TẦNG – 60M2 – CHỈ CÒN 3.5T,Nhà riêng,3.5,60,Thủ Đức,TP Hồ Chí Minh,4,,,,"+ Nhà 1 sẹc, sát mặt tiền đường khoảng 5m, xe hơi ra vào thoải mái 
+ 4x15, 1 trệt 2 lầu, 4 phòng ngủ, sân thượng, đầy đủ công năng
+ Chủ đang cho thuê 10tr/ tháng
+ Pháp lý chuẩn, sang tên ngay 
+ Chủ đang ngộp cần bán gấp nên bớt giá chỉ còn 3.5T
+ zalo//call: 0392717275 để biết thêm thông tin ạ"
2023-05-19 15:22:38,"NGUYỄN PHÚC CHU, QUẬN TÂN BÌNH MẶT TIỀN ĐƯỜNG 20M KINH DOANH SẦM UẤT, SÁT BÊN TRƯỜNG HỌC, HOÀN CÔNG ĐẦY ĐỦ, CHỈ NHỈNH 8 TỶ",Nhà mặt phố,8.2,56,Tân Bình,TP Hồ Chí Minh,,,,,"Mô tả:
+ MTKD sầm uất đường 20m cạnh trường Tiểu học. Cách MT Trường Chinh chỉ 200m.
+ Nhà mới xây 5 tầng hoàn công đủ.
+ 2 sân thượng 6wc 4pn + phòng thờ.
+ Giá 8.2 tỷ thương lượng, chủ nhà dễ thương thiện chí bán.
Cần thông tin thêm liên hệ: 0354095924"
2023-05-12 09:01:08,Lũy Bán Bích phường Hòa Thạnh Tân Phú,Nhà riêng,26.0,230,Tân Phú,TP Hồ Chí Minh,10,10,,,"Lũy Bán Bích 230m2 4 tầng  9/10 ×25 giá  26 tỷ Hòa Thạnh Tân Phú.
+ Vị trí hẻm 12m cực đẹp, hẻm trước nhà đường nhựa sạch sẽ.
+ Kết cấu nhà 4 tầng, đang là căn đôi có thể mua tách làm hai căn tiêng biệt vừa ở vừa kinh doanh khá tốt.
+ Khu dân trí cao, kế bên là chung cư Tân Phú khá nhiều tiện ích.
+ Mỗi căn đều có 5 phòng, mỗi phòng thiết kế nội thất va trang trí toàn nhập khẩu.
+ Bề ngang cực lớn nên có thể mở làm căn hộ dịch vụ hay kinh doanh các mặt hàng đều tốt.
☎️ 0985666979 hỗ trợ xem nhà."
2023-05-18 16:57:44,"Ni Sư Huỳnh Liên, P10 Tân Bình, 21m2, 3 tầng, giá nhỉnh 2 tỷ.",Nhà riêng,2.8,21,Tân Bình,TP Hồ Chí Minh,,,,,"Ni Sư Huỳnh Liên, P10 Tân Bình, 21m2, 3 tầng, giá nhỉnh 2 tỷ.
* Diện tích: 3 x 7.
* Nhà 1 trệt 2 lầu với 2 phòng rộng.
* Đường trước nhà 4m, trải nhựa đẹp.
* Nhà chính chủ trên 20 năm.
* Nhà đang gấp bán. Khách thích giá chốt rất tốt!
Giá 2.8 tỷ thương lượng.
Liên hệ Oanh 0931296366 (zalo) để xem nhà chính chủ miễn phí."
2023-05-18 17:32:00,CHỦ BÁN GẤP HẠ CHÀO SỐC HÒA BÌNH - QUẬN 11 - 20m2 - SỔ HỒNG - GIÁ CHỈ 1.6 TỶ,Nhà riêng,1.6,20,Quận 11,TP Hồ Chí Minh,,,,,"Mô Tả:
+ Diện tích chuẩn, sổ hồng đẹp vuông vức.
+ Nhà cũ cấp 4, lúc trước cho thuê 5 triệu.
+ Trước nhà ba gác vào, cách hẻm xe hơi tránh đúng 10m.
Cần thông tin thêm liên hệ: 0354095924"
2023-05-18 19:03:03,"Nhà phân lô Nguyễn Ngọc Nại 70m2 4T ngõ thông, gara ô tô,  kinh doanh đỉnh, nhỉnh 11 tỷ",Nhà riêng,11.7,70,Thanh Xuân,Hà Nội,4,3,,,"PHÂN LÔ Ô TÔ TRÁNH - Ô TÔ VÀO NHÀ - NGÕ THÔNG CÙ CHÍNH LAN - Ô CHỜ THANG MÁY - SỔ VUÔNG VIÊN GẠCH - 2 THOÁNG TRƯỚC SAU
---------------------
+ Khu phân lô quân đội, trước nhà ô tô tránh nhau thoải mái, vào nhà, chủ vẫn để xe ô tô tầng 1.
+ Nhà nhìn thẳng ra phố, ngõ thông ra ngõ 3 Cù Chính Lan ô tô tránh nhau, dừng đỗ thoải mái, tiện thông ra Trường Chinh, Ngã Tư Sở, Vương Thừa Vũ, Hoàng Văn Thái .... nhiều khách tìm kiếm.
+ Nhà xây KBT chắc chắn, thoáng 2 mặt trước sau, có thể lắp thêm thang máy.
---------------------
- Thiết kế cơ bản :
Tầng 1: Gara ô tô + Khách + bếp + WC + khe thoáng.
Tầng 2,3: Mỗi tầng 2 phòng + WC giữa.
Tầng 4: Phòng thờ + Sân Phơi.
+ Chính chủ bán đi mua nhà to hơn cạnh hơn ngã tư sở, hiện đang là giảng viên của ĐH lớn.
+ Sổ đỏ chính chủ, vuông vức
---------------------
Giá : 11.7 Tỷ (có thương lượng cho khách thiện chí)
---------------------
Liên hệ : Mr Hiếu - Chuyên nhà Phố, Biệt thự, nhà Ngõ Kinh Doanh
(Miễn phí tư vấn,xem nhà. Cam kết hình ảnh, thông tin chuẩn 100% )"
2023-05-18 19:27:03,"HXH 7 CHỔ CHẠY VÔ NHÀ-GÒ VẤP-NGANG 6M-3TẦNG BTCT-130M2 11,2TỶ RẺ NHẤT KHU.",Nhà riêng,11.2,,Gò Vấp,TP Hồ Chí Minh,6,3,,,"+ Vị trí gần TTTM Hạnh Thông Tây Gò Vấp, cạnh công viên Làng Hoa, gần trường học, chợ, ngân hàng v.v...
+ diện tích: 6.1m x  22m giá chỉ hơn 80tr/m2 thì bao rẻ nhất khu vực.
+ Hiện trạng nhà 3 Tầng BTCT, 6pn, 3wc, nhà đẹp lung linh, giếng trời giữa nhà, và cuối nhà, thoáng mát. Xây lên 2 tầng lên được nữa đã có sẵn giấy phép.
+ Sổ vuông vức, công chứng ngay.
LH HƯƠNG NHÀ RẺ."
2023-05-18 22:52:43,"Bán nhà gần bệnh viện Đức Giang, nhà đẹp giá tốt, 35m2, 2 tỷ",Nhà riêng,2.0,35,Long Biên,Hà Nội,,,,,"Chị gái e cần bán nhà cạnh bện viện Đức giang khu lệ mật , Lang nghề cổ ngày xưa . Nhà dân xây nên rất chắc chắn kiên cô về bê tông sắt thép, diện tích 35m 4 tầng 1 tum , tầng 1 thông sàn phòng khách và bếp . Tầng 2-3-4 mỗi tầng 1phòng ngủ và nhà vs , tầng 5 phòng thờ và sân phới . Thiết kế căn nhà rất hợp lý và đầy đủ công năng 
Giá bán căn hộ nhỉnh 2 tỷ . Ai cần lh xem nhà 0904789850"
2023-05-18 23:12:00,"GÒ VẤP, BÁN NHÀ LÊ VĂN THỌ, CV LÀNG HOA, FULL NỘI THẤT, DT 80m2, CHỈ 9.5 TỶ",Nhà riêng,9.5,229,Gò Vấp,TP Hồ Chí Minh,5,5,Nam,Nam,"Tâm BĐS Tel / Zalo 0909 269 706
23131099NM2 Mô tả
- Vị trí nhà ngay trung tâm Phường 9, Công viên Làng Hoa, góc Cây Trâm vs Lê Văn Thọ, vị trí nhiều tiện ích, có cả trường học Quốc tế Nam Việt, Chợ Hạnh Thông Tây, khu vui chơi giải trí CV Làng Hoa....
- Đường vào nhà rộng rãi thông thoáng nhiều ngõ, ô tô đi thoải mái, khu dân trí cao, hẻm sạch đẹp, giao thông thuận tiện di chuyển ra đường lớn như Quang Trung, Tân Sơn, Trường Chinh...
- DT đất sổ hồng 80m2, kết cấu nhà xây dựng 229m2 sàn.
- Công năng gồm nhà xe ô tô đậu, Phòng khách, 1 phòng làm việc, 4 phòng ngũ 5 tolet, sân thượng trước sau.
- Nội thất mới hết toàn bộ như : Salon, Bàn ghế, tủ bếp, giường nệm...
- Pháp lý chuẩn, hoàn công xây dựng đủ 5 tầng.
- Giá chủ rao bán 9 tỷ 500 triệu, thương lượng
- Hình ảnh thực, Giá trị thật. Luôn luôn tận tâm hổ trợ. Hãy gọi ngay cho Tâm BĐS."
2023-05-19 00:00:40,"Nhà đẹp, 3 tầng, 28m²",Nhà,,28,Quận 10,TP Hồ Chí Minh,3,2,,,"Nhà 3 tầng 28m².
Giá loanh quanh 3 tỷ."
2023-05-19 00:15:35,"Nhà bán gấp, 3 tầng, 60m2",Nhà,,60,Phú Nhuận,TP Hồ Chí Minh,4,5,,,"- Vị trí đẹp, mặt tiền kinh doanh đa ngành nghề, giáp với Nguyễn Trọng Tuyển, Trần Huy Liệu, Nguyễn Đình Chính, Phan Đình Phùng,... Chỉ 10p đến sân bay.
- Nhà 1 trệt, 2 lầu.
- Tiện mở văn phòng công ty, kinh doanh mua bán.
- Pháp lý chuẩn, công chứng nhanh."
2023-05-19 05:12:39,"NHÀ RẺ NHẤT QUẬN 10, 34M2 - 3 TẦNG, 3PN, GẦN MẶT TIỀN, CHỈ 2.7 TỶ, 0902934079",Nhà mặt phố,,34,Quận 10,TP Hồ Chí Minh,3,,,,"_ Nhà kết cấu 1 trệt, 1 lửng, 1 lầu, xây dựng kiên cố. Cách hẻm ô tô tránh 3 căn, xung quanh đầy đủ tiện ích.
_ Thửa đất 34m2, vị trí đẹp tại Trung tâm Quận 10 ngay Lê Hồng Phong và Hùng Vương.
_ Thửa đất vuông, công nhận đủ. Giá đất gần 72 triệu/m2. Giá rẻ nhất so với khu vực.
_ Nhà chính chủ, pháp lý rõ ràng, sang tên trong ngày.
_ Liên hệ: Ms. Lan - SĐT: 0902934079
#bannhaquan10 #nhabanquan10 #muabannhadat2023 #tinvipnhaquan10"
2023-05-19 07:48:17,"Gò Vấp NVK Phường 8, HXH thông, gần CV Làng Hoa 72m2, 3 tầng chỉ 5 tỷ",Nhà riêng,5.0,72,Gò Vấp,TP Hồ Chí Minh,3,2,,,"MS 11123
Vị trí: đường Nguyễn Văn Khối Phường 8 Gò Vấp, thông Quang Trung, Phạm Văn Chiêu, thuận tiện di chuyển, tiện nghi đầy đủ. Gần công viên Làng Hoa, UBND, trường học v.v
* Diện tích sử dụng 72m2, công nhận 64m2, ngang 5m nở hậu, dài 14m. Kết cấu 3 tầng BTCT với 3 phòng ngủ, 2 WC, ban công, giếng trời.
* Đường trước nhà tráng nhựa sạch sẽ, rộng 4m, thông, xe hơi tới nhà."
2023-05-19 08:57:41,"Nhà mới 3 tầng đường ô tô tránh, đối diện UBND Quận Tân Phú, 5.8 tỷ",Nhà riêng,5.8,48,Tân Phú,TP Hồ Chí Minh,3,3,,,"Nhà kết cấu trệt 2 lầu sân thượng, gồm 3 phòng ngủ. Nhà gia đình xây ở nên kiên cố, còn rất mới đẹp. Sân trước để ô tô. Hẻm xe hơi tránh, thông thoáng, an ninh. Nhà tiện ở mở công ty, kinh doanh cho thuê. Vị trí ngay Trung tâm chợ vải Phú Thọ Hoà, gần UBND Quận. Gia đình đang vay NH thiện chí bán nhanh. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian."
2023-05-19 08:58:10,Bán nhà đường Thống Nhất phường 11 quận Gò Vấp,Nhà riêng,3.78,25,Gò Vấp,TP Hồ Chí Minh,2,2,,,"Hẻm 5m Gò Vấp ???? 3.xx tỷ 
Khu Vip Thống Nhất - Lê Văn Thọ - Nguyễn Văn Khối.
  Thống Nhất 25m2 2 tầng  3× 8.5  giá 3.78 tỷ Phường 11 Gò Vấp.
- Nhà 1 trệt 1 lầu, 2 Phòng ngủ, đúc thật BTCT. Lên tầng thoải mái.
- Hẻm xe hơi 5m cực đẹp
☎️0985666979"
2023-05-19 09:03:36,"Nhà đẹp, 5 lầu, giá 10 tỷ",Nhà,,,Quận 2,TP Hồ Chí Minh,8,,,,"- Vị trí: đường Trần Não, gần cầu Sài Gòn.
- Nh.à 1 trệt 5 lầu , 8 Phòng ngủ , 1 hầm , 1 Phòng  khách , nh.à trước đây cho thuê dạng căn hộ dịch vụ nên bố chí các phòng đầy đủ nội thất , có cửa sổ ban công thoáng mát.
- Trong 8 phòng đều có bếp nấu ăn và tolet giêng biệt , có giường , tủ , tivi , máy lạnh."
2023-05-19 09:09:46,"BÁN NHÀ HXH PHAN HUY ÍCH ,TÂN BÌNH 40M2 ,NHỈNH 4 TỶ TL",Nhà riêng,43.0,40,Tân Bình,TP Hồ Chí Minh,2,,,,"Vị trí nhà tuyệt đep, đối diện cổng KCN Tân Bình, ngay góc Trường Chinh - Phan Huy Ích, Nguyễn Sỹ Sách, gần chợ Tân Trụ,...tiện ích bủa vây xung quanh đầy đủ...Cách sân bay 10 phút, đi vào các Quận trung tâm cũng rất thuận tiện.

- Nhà 1 trệt 1 lầu kiên cố chắc chắn, gồm phòng khách, bếp, tổng 2 phòng ngủ 2WC. Nhà mới đẹp khách mua dọn vào ở được ngay.

- Hẻm ngay nhà gần 4m ôtô KIA Morning tới nhà. Khu dân trí cao, hàng xóm toàn nhà cao tầng.

- Pháp lý chuẩn, Sổ hồng chính chủ vuông như tờ A4"
2023-05-19 09:13:01,Bán nhà cấp 4 phường Phước Long B Quận 9 66m² - 3 tỷ 6,Nhà riêng,3.6,66,Quận 9,TP Hồ Chí Minh,,,,,"Mã căn: Q9PLB04

- Nhà cấp 4, phòng khách, bếp, phòng ngủ, trên gác gỗ suốt
- Cách đường Đỗ Xuân Hợp khoảng 300m, gần chợ Phước Long B, chợ Phước Bình, trường Cao đẳng kỹ nghệ ll, trường cấp 1, cấp 2, cấp 3, ngân hàng, siêu thị.....tiện ích xung quanh không thiếu thứ gì
- Sổ hồng chính chủ sẵn sàng công chứng
Liên hệ: Mr. Quang: 0876717191 để được dẫn đi xem thực tế và có cơ hội sở hữu căn nhà như ý."
2023-05-19 09:16:59,"Nhà đẹp, 339m2, mặt tiền 14m",Nhà,,339,Tân Bình,TP Hồ Chí Minh,3,3,Tây-Nam,,"�Bán nhanh để giải quyết công việc
mặt tiền Triệu Việt Vương 
--------------------------------------
Diện tích: 339m2  mặt tiền 14m
Pháp lý: SRXD hoàn công
Hướng: Tây Nam
Lộ giới đường 10m
 �Giá 26 tỷ (có thương lượng) 
Villa gồm 1 hầm 1 trệt, 2 phòng khách, 1 bếp, 3 phòng ngủ, 3wc, phòng giặt, sân phơi, sân vườn rộng.
Đường oto rộng rãi, có gara đậu oto riêng

Nằm trên trục đường vào khu du lịch Hồ Tuyền Lâm, hầm đất sét, tổ hợp sân golf SAM,....

Thích hợp nghỉ dưỡng, đầu tư an cư kết hợp kinh doanh thu lợi nhuận cao,…
Chủ để lại toàn bộ nội thất, villa ốp toàn bộ bằng gỗ và để lại toàn bộ nội thất gỗ( gỗ cẩm lai, thủy tùng, trắc, gõ đỏ,...)
 �Giá: 26 tỷ thương lượng"
2023-05-19 09:29:02,"Nhà đẹp, 1 trệt, 1 tầng, giá 750tr",Nhà,,,Bình Chánh,TP Hồ Chí Minh,,,,,"Cần bán nhà nguyên căn xã Qui Đức Bình Chánh 
Giá 750tr
1 trệt +1 lầu  bao giấy giờ đầy đủ
Dt 5x17  
A/c thiện chí alo e ạ"
2023-05-19 09:33:04,Cần bán nhà 5 tầng 30m mới xây chỉ việc dọn về ở lh:0327996293,Nhà riêng,3.15,30,Hoàng Mai,Hà Nội,4,4,Đông,Đông,"- Chủ nhà chuyển lên nhà to hơn cần bán gấp 
+ Nhà nằm ở vị trí đẹp, mặt đê Nguyễn Khoái, cách Time City 3.5km.
+ Đường trước nhà ô tô tránh nhau.
+ Nhà xây chắc chắn, thiết kế hiện đại, tinh tế.
+ Tầng 1 khách bếp.
+ Tầng 2,3,4 mỗi tầng 1 ngủ 1 vs.
+ Tầng 5 phòng thờ sân phơi.
+ Sổ đỏ nét căng sẵn sàng giao dịch.
-Lh:0327996293"
2023-05-19 09:45:11,"Nhà mới 4 tầng, mặt tiền 52m2, giá chào là 4.6 tỷ",Nhà,,,Quận 10,TP Hồ Chí Minh,,,,,"Bán gấp nhà 4 tầng BTCT hoàn công đủ lô góc 2 mặt tiền 52m2 giá chào mới 4.6tỷ TL nhà mới ở ngay

Nỡ hậu tài lộc ngang 4.8m nỡ hậu 5.8m dài 9m
4 tầng sân thượng đường xe tải quay đầu

Sổ đẹp chuẩn, khu vực dân trí"
2023-05-19 09:49:19,"Mua đất tặng nhà Vườn Lài, Tân Phú. 52m2. Sổ vuông vức. Nhỉnh 3 Tỷ.",Nhà riêng,3.7,52,Tân Phú,TP Hồ Chí Minh,4,,,,"+ Vị trí: Ngay Vườn Lài, Lũy Bán Bích, gần UBND quận, tiện đi Quận Tân Bình, 10, 11, các quận Trung tâm.

+ Mua đất tặng nhà kết cấu: 1 trệt 1lầu, 4PN, có phòng dưới trệt cho người lớn tuổi.

+ Diện tích 52m2, (4 x 13m). Không quy hoạch, không lộ giới.

+ PHÁP LÝ: rõ ràng, sổ vuông vức, công chứng ngay."
2023-05-19 09:49:19,"Mua đất tặng nhà Vườn Lài, Tân Phú. 52m2. Sổ vuông vức. Nhỉnh 3 Tỷ.",Nhà riêng,3.7,52,Tân Phú,TP Hồ Chí Minh,4,,,,"+ Vị trí: Ngay Vườn Lài, Lũy Bán Bích, gần UBND quận, tiện đi Quận Tân Bình, 10, 11, các quận Trung tâm.

+ Mua đất tặng nhà kết cấu: 1 trệt 1lầu, 4PN, có phòng dưới trệt cho người lớn tuổi.

+ Diện tích 52m2, (4 x 13m). Không quy hoạch, không lộ giới.

+ PHÁP LÝ: rõ ràng, sổ vuông vức, công chứng ngay."
2023-05-19 09:51:55,"Nhà đẹp, 3 tầng, 40m2",Nhà,,,Tân Phú,TP Hồ Chí Minh,,,,,"Nhà đẹp giá rẻ Hẻm xe hơi Bình Thạnh không huy hoạch lộ giới - Hoàng công đủ 3 tầng 40m2 giá chỉ nhỉnh 5 tỷ thương lượng.
BT.069
???? Kết cấu 3 tầng BTCT nhà 2 mặt hẻm cục thoáng.
???? Hẻm xe hơi thông thuận tiện di chuyển, đầy đủ tiện ích...
#nhadepgiare #hemxehoi #binhthanh #baodautu #hoangcongdu #congchungngay."
2023-05-19 10:12:28,NHÀ PHỐ LIỀN KỀ TRỤC 36M,Nhà mặt phố,4.5,80,Huế,Thừa Thiên Huế,3,3,Nam,Nam,"NHÀ PHỐ LIỀN KỀ TRỤC 36M CHỈ CÒN DUY NHẤT 1 CĂN
▪️ Diện tích: 80 m2 (5x16)
▪️ Diện tích sàn: 181m2
▪️ Hướng nhà: Nam
▪️ Đường: 36m - Trục đường chính giao với đường 100m Võ Nguyên Giáp
☑️☑️ Mã căn: DAH1- 45 ☑️☑️
???? Giá sau chiết khấu 4% chỉ: 4.4xx tỷ
▪️ Dự kiến bàn giao 30/06/2023 
▪️ Ngân hàng BIDV hỗ trợ vay 70%
 TẶNG NGAY XE MÁY ĐIỆN VINFAST FELIZ
CƠ HỘI SỞ HỮU MERCEDES KHI MUA NHÀ ECO GARDEN
 0777 429 621 Tham quan & cảm nhận dự án"
2023-05-19 10:24:24,Bán nhà nát cấp 4 + gác lửng 104m2 Nguyễn Văn Bứa Hóc Môn,Nhà riêng,500.0,104,Hóc Môn,TP Hồ Chí Minh,,,,,"Bán Nhà cấp 4 gác lửng, Nguyễn Văn Bứa Hóc Môn
Diện tích: 5x20=104m ( đất thổ cư )
Giá: 500 Triệu
Nhà ghồm : 1pk, 2pn, 1wc, bếp , đường luồn 2 bên hông , Nhà đẹp thoáng mát .
Vị trí thuận lợi: di chuyển ra chợ Nhị Xuân 500m, chợ Xuân Thới Thượng 2km.
Nhà gần Chợ, Nhà thờ, Trường học- cách QL22 chỉ 15p, gần KDC đông đúc, đường lớn 6m trải nhựa, thích hợp để kimh doanh và sinh sống
Nhà đẹp, cổng rào chắc chắn,
TẤT CẢ ĐỀU CÓ ĐIỆN, NƯỚC MÁY.
Vị trí Đường Nguyễn Văn Bứa Xuân Thới Thượng Hóc Môn
Liên hệ 0372870144 để biết thông tin chi tiết"
2023-05-19 10:32:21,"NHÀ ĐẸP TRUNG TÂM GÒ VẤP,NGUYỄN VĂN NGHI 39M2 2PN GIÁ CHỈ 2.8 TỶ,",Nhà riêng,2.8,,Gò Vấp,TP Hồ Chí Minh,2,2,,,"+ Vị trí ngay khu trung tâm sầm uất  nhất gò vấp gần trường Đaih học Công ngiệp, Phạm Văn Đồng,..
+ kết cấu nhà 1 trệt 1 lầu 2PN,PK WC.Hiện đang có dòng tiền cho thuê mỗi tháng.
+ diện tích 4,8m x 8m công nhận đủ
+ hẻm ba gác, khu an ninh gần uỷ ban phường, không ngặp nước.
+ pháp lý chuẩn công chứng ngay
LH Hương nhà rẻ."
2023-05-19 10:33:24,MẶT TIỀN KINH DOANH VIP - LÊ VĂN SỸ - 85M2 -KHU VỰC KINH DOANH SẦM UẤT CHỈ 155 TR/M2,Nhà mặt phố,,,Quận 3,TP Hồ Chí Minh,,,,,+ Quận 3 - LÊ VĂN SỸ - MẶT TIỀN KINH DOANH - ĐANG CÓ HỢP ĐỒNG THUÊ 25TR/THÁNG - PHÙ HỢP KINH DOANH SHOP QUẦN ÁO - SPA- PHÒNG KHÁM HOẶC CHO THUÊ - SỔ HỒNG CHÍNH CHỦ - PHÁP LÝ RÕ RÀNG - ALO 0896416349 ( TÍN NHÀ PHỐ )
2023-05-19 10:39:27,"Hàng Hot Siêu Vip - Lê Quang Định, DT 3,8 x 12.1, Hẻm XH, Chỉ Nhỉnh 6 Tỷ",Nhà riêng,,44,Bình Thạnh,TP Hồ Chí Minh,2,2,,,"- Ví trí đẹp ngay khu Vip Lê Quang Đinh 
- Hẻm xe hơi vào nhà quay đầu dễ dàng
- khu anh ninh , dân trí cao 
- Nhà mới tinh, thiết kế hiên đại và sang trọng"
2023-05-19 10:54:47,"Bán tòa nhà Bồ Đề, Long Biên, ô tô tránh, 160m2x 7 tầng thang máy, mặt tiền: 12m, 23 tỷ",Nhà mặt phố,23.0,160,Long Biên,Hà Nội,,,,,"+ Tòa nhà 7 tầng, lô góc, thang máy, gara ô tô, khung cột bê tông chắc chắn, gồm 8 căn hộ 2 phòng ngủ cho thuê, tầng 1,2 cho thuê văn phòng và siêu thị, gara ô tô xe máy riêng, lô góc thoáng sáng, trang bị nội thất cao cấp.
+ Đường ô tô tránh nhau, vỉa hè rộng, kinh doanh sầm uất, kinh doanh cafe, văn phòng, siêu thị, spa...
- Pháp lý chuẩn, hình thửa đẹp, lô góc, vỉa hè rộng. Doanh thu hàng tháng khoảng hơn 90 triệu/tháng.
- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)"
2023-05-19 10:58:25,"Bán nhà 1T1L SHR thổ cư đường ô tô 32m2 (P.Trung Dũng) chỉ 1,850 tỉ",Nhà riêng,1.85,32,Biên Hòa,Đồng Nai,2,2,,,"Nhà 1Trệt 1 Lầu Phường Trung Dũng Trung Tâm Biên Hoà , 
Vị Trí Hẻm Ắc Quy Minh Trung, cách Đường Nguyễn Ái Quốc 500m, đi thông trường Ngô Quyền, công viên Biên Hùng
---------
Diện tích = 32 m2 (ngang 3.6 - dài 9)
- Sổ hồng riêng thổ cư 100%
Hướng Nam

Đường xe hơi 7 chỗ tới nhà

Công Năng : P.Khách , Bếp , 2P.Ngủ , 2Toliet , ban công , sân sau phơi đồ ................."
2023-05-19 10:58:25,"Bán nhà 1T1L SHR thổ cư đường ô tô 32m2 (P.Trung Dũng) chỉ 1,850 tỉ",Nhà riêng,1.85,32,Biên Hòa,Đồng Nai,2,2,,,"Nhà 1Trệt 1 Lầu Phường Trung Dũng Trung Tâm Biên Hoà , 
Vị Trí Hẻm Ắc Quy Minh Trung, cách Đường Nguyễn Ái Quốc 500m, đi thông trường Ngô Quyền, công viên Biên Hùng
---------
Diện tích = 32 m2 (ngang 3.6 - dài 9)
- Sổ hồng riêng thổ cư 100%
Hướng Nam

Đường xe hơi 7 chỗ tới nhà

Công Năng : P.Khách , Bếp , 2P.Ngủ , 2Toliet , ban công , sân sau phơi đồ ................."
2023-05-19 10:59:19,SỞ HỮU NHÀ PHỐ VƯỜN LỘC AN AIRHOMES,Nhà mặt phố,2.936,225,Đất Đỏ,Bà Rịa Vũng Tàu,2,2,Tây,,"Thông tin sản phẩm
Vị trí: xã Lộc An, huyện Đất Đỏ, tỉnh Bà Rịa - Vũng Tàu.
Diện tích hơn 225m2 đã có 100m2 đất thổ cư.
Pháp lý: Đầy đủ, sổ hồng riêng, công chứng ngay.
Giá bán: 2,936 tỷ
Bàn giao nhà hoàn thiện (100m2) kèm nội thất đầy đủ, sân vườn trước và sau với cây ăn trái tự chọn.
Nhà được thiết kế với phong cách hiện đại, tối giản và gần gũi thiên nhiên. Đặc biệt điểm nhấn bên trong nhà là giếng trời cùng với mảng xanh giúp ngôi nhà luôn thông thoáng mát mẻ và tăng tính thẩm mỹ
Vị trí thuận tiện, liền kề vùng lân cận trong bán kính 3-12 km như Chợ Lộc An, Biển Lộc An, The Grand Hồ Tràm, Melia Hồ Tràm, Resort Vietsovpetro, Novaworld Hồ Tràm,...
---------------------------
Thông tin liên hệ:
Hotline: 0898103550"
2023-05-19 11:03:06,"Nhà mới đẹp MTĐ 2 tầng BTCT, HXH, 55m2, Linh Xuân Thủ Đức chỉ nhỉnh 2 tỷ",Nhà mặt phố,23.5,52,Thủ Đức,TP Hồ Chí Minh,,,,,"Nhà mới đẹp MTĐ 2 tầng BTCT, HXH, 55m2, Linh Xuân Thủ Đức chỉ nhỉnh 2 tỷ
+ Nhà 1 trệt, 1 lầu, 2 phòng ngủ rộng, 2 WC, Phòng khách, bếp, có sân để xe, đường trước nhà 4m xe hơi chạy vô đỗ ngay cửa.
+ Nhà mới đẹp mua về chỉ việc xách vali vào ở ngay, khu dân cư đông đúc an ninh, hàng xóm thân thiện 
+ Giao thông rất thuận tiện, cách quốc lộ 1k 500m thẳng trục về sân bay Tân Sơn Nhất 8 km,  
+ Tiện ích xung quanh  chwoj, trường học, bách hoa xanh, đầy đủ không thiếu thứ gì.
+ Giá chỉ 2 tỷ xx( x nhỏ) -  Pháp lý rõ ràng , công chứng ngay 
Lh Mr Ảnh 0905238089 Nhà ngon giá rẻ Thủ Đức"
